1,F,4.18781725888
1,M,4.13055181696
2,F,3.27840909091
2,M,3.17523809524
3,F,3.07352941176
3,M,2.99415204678
4,F,2.97647058824
4,M,2.48235294118
5,F,3.21296296296
5,M,2.88829787234
6,F,3.68217054264
6,M,3.90998766954
7,F,3.58823529412
7,M,3.26771653543
8,F,3.35714285714
8,M,2.775
9,F,2.1
9,M,2.71739130435
10,F,3.47014925373
10,M,3.55305039788
11,F,3.9234828496
11,M,3.71865443425
12,F,2.89285714286
12,M,2.25
13,F,3.64285714286
13,M,3.11267605634
14,F,3.75
14,M,3.496
15,F,3.2
15,M,2.34126984127
16,F,3.60902255639
16,M,3.8378870674
17,F,4.23333333333
17,M,3.81927710843
18,F,3.22222222222
18,M,3.36153846154
19,F,2.26966292135
19,M,2.54333333333
20,F,2.6
20,M,2.53103448276
21,F,3.5979020979
21,M,3.6308411215
22,F,3.44339622642
22,M,3.3125
23,F,2.89473684211
23,M,2.85046728972
24,F,3.07971014493
24,M,3.20781893004
25,F,3.45819397993
25,M,3.73568281938
26,F,3.5625
26,M,3.51470588235
27,F,2.94736842105
27,M,2.91304347826
28,F,4.13274336283
28,M,3.92424242424
29,F,4.07352941176
29,M,4.05970149254
30,F,3.875
30,M,3.58620689655
31,F,3.22222222222
31,M,3.04597701149
32,F,3.84532374101
32,M,3.96836982968
33,M,3.0
34,F,3.95336787565
34,M,3.86092150171
35,F,3.25
35,M,3.38235294118
36,F,4.02960526316
36,M,3.92307692308
37,F,4.33333333333
37,M,3.0
38,F,3.21428571429
38,M,2.42857142857
39,F,3.82700421941
39,M,3.51463963964
40,F,4.28571428571
40,M,3.625
41,F,3.95
41,M,3.96153846154
42,F,2.94444444444
42,M,2.85405405405
43,F,3.5
43,M,3.40425531915
44,F,2.81081081081
44,M,2.78467153285
45,F,3.4025974026
45,M,3.43333333333
46,F,3.24074074074
46,M,2.86206896552
47,F,4.0
47,M,4.13828571429
48,F,3.15923566879
48,M,2.84888888889
49,F,3.69230769231
49,M,3.78571428571
50,F,4.51331719128
50,M,4.51824817518
52,F,3.67938931298
52,M,3.62333333333
53,F,5.0
53,M,4.66666666667
54,F,3.0
54,M,2.30769230769
55,F,3.0
55,M,3.125
56,F,1.0
56,M,2.125
57,F,3.57142857143
57,M,3.28070175439
58,F,4.1256281407
58,M,4.07284768212
59,F,1.0
59,M,3.0
60,F,3.29245283019
60,M,3.17928286853
61,F,3.15384615385
61,M,2.90243902439
62,F,3.74719101124
62,M,3.67217630854
63,F,2.8
63,M,2.86458333333
64,F,2.41025641026
64,M,2.125
65,F,2.16666666667
65,M,2.03539823009
66,F,1.75
66,M,1.66292134831
67,F,2.0
67,M,3.66666666667
68,F,3.52
68,M,3.4
69,F,3.5652173913
69,M,3.68
70,F,2.73571428571
70,M,3.23255813953
71,F,1.66666666667
71,M,2.14942528736
72,F,3.56666666667
72,M,3.66666666667
73,F,3.87341772152
73,M,3.78620689655
74,F,3.02702702703
74,M,2.89130434783
75,F,1.0
75,M,2.0
76,F,2.4
76,M,2.91139240506
77,F,3.55555555556
77,M,3.84
78,F,2.85714285714
78,M,3.32558139535
79,F,2.67567567568
79,M,2.57142857143
80,F,3.90909090909
80,M,3.76666666667
81,F,2.84848484848
81,M,3.24060150376
82,F,4.13953488372
82,M,3.63043478261
83,F,3.5
83,M,3.76
84,F,3.66666666667
84,M,2.66666666667
85,F,3.25882352941
85,M,3.51376146789
86,F,3.27777777778
86,M,3.42857142857
87,F,2.26923076923
87,M,2.18
88,F,2.8
88,M,2.97452229299
89,F,3.05555555556
89,M,3.07772020725
90,F,4.5
90,M,3.25
92,F,2.27272727273
92,M,2.38181818182
93,F,2.6
93,M,2.18987341772
94,F,3.61111111111
94,M,3.8
95,F,2.74489795918
95,M,2.9
96,F,3.66666666667
96,M,4.14285714286
97,F,4.33333333333
97,M,3.65789473684
98,F,2.0
98,M,2.0
99,F,3.21428571429
99,M,3.55555555556
100,F,2.57142857143
100,M,3.15887850467
101,F,3.60465116279
101,M,3.92380952381
102,F,1.66666666667
102,M,1.88095238095
103,F,3.125
103,M,3.24
104,F,3.34285714286
104,M,3.57380073801
105,F,3.30434782609
105,M,3.16748768473
106,F,4.5
106,M,3.125
107,F,3.29487179487
107,M,3.08426966292
108,F,2.0
108,M,3.2
110,F,4.01648351648
110,M,4.29783869267
111,F,4.11952191235
111,M,4.20020222447
112,F,3.48571428571
112,M,3.438
113,F,2.88
113,M,3.07142857143
114,F,3.5
114,M,2.6
116,F,4.0625
116,M,4.12
117,F,4.0
117,M,3.53225806452
118,F,3.0
118,M,3.13888888889
119,F,3.0
119,M,2.3
120,F,2.5
120,M,3.0
121,F,3.78571428571
121,M,4.21739130435
122,F,2.72222222222
122,M,2.78571428571
123,F,3.87179487179
123,M,3.86842105263
124,F,3.5
124,M,3.1
125,F,3.75
125,M,3.86324786325
126,F,2.35714285714
126,M,1.84507042254
127,F,1.0
128,F,4.16666666667
128,M,4.5
129,F,3.0
129,M,3.66666666667
130,F,3.0
130,M,5.0
131,F,2.85714285714
131,M,3.22222222222
132,F,2.29411764706
132,M,2.54054054054
133,M,1.0
134,F,4.0
134,M,4.0
135,F,2.91666666667
135,M,2.78899082569
136,F,3.4
136,M,3.0
137,F,2.0
137,M,3.18181818182
138,F,1.0
138,M,4.0
139,F,4.0
140,F,3.33333333333
140,M,2.96875
141,F,3.7268907563
141,M,3.45495495495
142,M,1.0
144,F,3.44615384615
144,M,3.3696369637
145,F,3.5625
145,M,3.2696969697
146,F,3.6
146,M,2.0
147,F,3.6875
147,M,3.48872180451
148,F,2.53846153846
148,M,3.1
149,F,3.84615384615
149,M,3.76470588235
150,F,4.05487804878
150,M,4.08017334778
151,F,3.55172413793
151,M,3.60146699267
152,F,2.95238095238
152,M,3.02083333333
153,F,2.9012345679
153,M,2.57398373984
154,F,3.68888888889
154,M,3.73983739837
155,F,3.56
155,M,3.35483870968
156,F,3.75
156,M,3.47826086957
157,F,2.89655172414
157,M,2.70253164557
158,F,3.29113924051
158,M,2.84444444444
159,F,3.3125
159,M,3.28
160,F,2.34736842105
160,M,2.2170212766
161,F,3.60144927536
161,M,3.75080385852
162,F,3.93693693694
162,M,4.1
163,F,3.1724137931
163,M,3.51214128035
164,F,3.39252336449
164,M,3.63602941176
165,F,3.46153846154
165,M,3.57768361582
166,F,2.57142857143
166,M,2.42553191489
167,F,3.5
167,M,3.66666666667
168,F,3.18260869565
168,M,2.84210526316
169,F,2.34375
169,M,1.88888888889
170,F,3.24590163934
170,M,3.12307692308
171,F,3.53571428571
171,M,3.58461538462
172,F,2.65454545455
172,M,2.56575682382
173,F,2.38571428571
173,M,2.2975708502
174,F,2.26666666667
174,M,2.31818181818
175,F,3.48148148148
175,M,3.47590361446
176,F,4.06
176,M,3.87096774194
177,F,2.8125
177,M,2.72357723577
178,F,3.5
178,M,3.47058823529
179,F,2.33333333333
179,M,2.0
180,F,3.4347826087
180,M,3.57660167131
181,F,1.77777777778
181,M,1.57333333333
182,F,3.28205128205
182,M,2.6
183,F,3.14285714286
183,M,3.59090909091
184,F,3.16666666667
184,M,3.4
185,F,3.09917355372
185,M,2.80803571429
186,F,2.7
186,M,2.80152671756
187,F,3.18604651163
187,M,3.27419354839
188,F,2.97222222222
188,M,3.27922077922
189,F,3.0
189,M,3.66666666667
190,F,3.64285714286
190,M,3.79166666667
191,F,2.76
191,M,2.32
192,F,2.0
192,M,4.0
193,F,1.70909090909
193,M,2.16666666667
194,F,3.77192982456
194,M,3.75
195,F,2.96774193548
195,M,2.67605633803
196,F,2.66176470588
196,M,2.84647302905
197,F,3.42857142857
197,M,2.8
198,F,3.125
198,M,3.3219047619
199,F,3.9347826087
199,M,3.7323943662
200,F,1.4
200,M,3.14285714286
201,F,2.36363636364
201,M,2.77272727273
202,F,2.57142857143
202,M,2.47826086957
203,F,3.48684210526
203,M,2.79527559055
204,F,2.78260869565
204,M,2.93888888889
205,F,3.60606060606
205,M,3.61538461538
206,F,3.90322580645
206,M,3.52941176471
207,F,3.11666666667
207,M,3.15151515152
208,F,2.59349593496
208,M,2.64015151515
209,F,2.75
209,M,2.40909090909
210,M,3.14634146341
211,F,3.58823529412
211,M,3.52941176471
212,F,2.0
212,M,1.88888888889
213,F,4.06976744186
213,M,4.05
214,F,4.6
214,M,4.17391304348
215,F,3.67605633803
215,M,3.91011235955
216,F,3.14102564103
216,M,3.19494584838
217,F,2.24
217,M,2.87179487179
218,F,3.19801980198
218,M,3.05319148936
219,F,2.90909090909
219,M,3.45454545455
220,F,1.75
220,M,1.83333333333
222,F,3.66666666667
222,M,3.36641221374
223,F,3.746875
223,M,4.00549450549
224,F,3.46296296296
224,M,3.33928571429
225,F,3.12280701754
225,M,3.18781725888
226,M,2.0
227,F,2.53846153846
227,M,2.68965517241
228,F,1.0
228,M,2.25
229,F,3.42307692308
229,M,3.5243902439
230,F,3.42372881356
230,M,3.46753246753
231,F,2.69798657718
231,M,3.33659491194
232,F,4.09589041096
232,M,4.06
233,F,3.86842105263
233,M,3.56345177665
234,F,2.33333333333
234,M,2.19298245614
235,F,3.6008583691
235,M,3.72910662824
236,F,3.53571428571
236,M,3.05696202532
237,F,3.0297029703
237,M,2.9358974359
238,F,3.16666666667
238,M,2.6
239,F,3.03846153846
239,M,2.80172413793
240,F,2.27272727273
240,M,2.85294117647
241,F,3.30769230769
241,M,3.3125
242,F,3.60606060606
242,M,3.42553191489
243,F,3.0
243,M,1.875
244,F,2.0
244,M,1.875
245,F,2.75
245,M,3.14285714286
246,F,4.26543209877
246,M,4.16606498195
247,F,3.90340909091
247,M,3.8438538206
248,F,2.96226415094
248,M,2.88235294118
249,F,3.84158415842
249,M,3.70625
250,F,2.25
250,M,2.72727272727
251,F,4.0
251,M,3.1875
252,F,3.30555555556
252,M,3.2466367713
253,F,3.50279329609
253,M,3.5313059034
254,F,3.21428571429
254,M,3.0
255,F,1.75
255,M,2.08064516129
256,F,2.77777777778
256,M,2.60975609756
257,F,3.53571428571
257,M,3.12790697674
258,F,2.8
258,M,2.27884615385
259,F,2.8
259,M,2.85057471264
260,F,4.3029366306
260,M,4.49530716724
261,F,3.87058823529
261,M,3.32173913043
262,F,3.80808080808
262,M,3.95890410959
263,F,4.0
263,M,3.78947368421
264,F,1.0
264,M,3.75
265,F,4.07894736842
265,M,3.81627906977
266,F,3.4954954955
266,M,3.3933747412
267,F,3.0
267,M,2.65137614679
268,F,3.5
268,M,3.34782608696
269,F,3.60714285714
269,M,3.44444444444
270,F,3.16071428571
270,M,2.73913043478
271,F,3.29032258065
271,M,3.0
272,F,3.74615384615
272,M,3.71541501976
273,F,3.04
273,M,2.86082474227
274,F,2.33333333333
274,M,2.4
275,F,2.5
275,M,2.55357142857
276,F,2.7032967033
276,M,2.68613138686
277,F,3.3
277,M,3.11818181818
278,F,2.93333333333
278,M,2.64
279,F,3.76
279,M,3.66666666667
280,F,3.55
280,M,3.57894736842
281,F,3.53521126761
281,M,3.6975308642
282,F,3.51111111111
282,M,3.016
283,F,2.5
283,M,3.14285714286
286,F,3.0
287,F,3.42857142857
287,M,2.64285714286
288,F,3.19298245614
288,M,3.13481228669
289,F,3.48888888889
289,M,3.14705882353
290,F,4.15555555556
290,M,3.82926829268
291,F,2.22222222222
291,M,2.20512820513
292,F,3.30344827586
292,M,3.26020408163
293,F,3.97368421053
293,M,4.14051841746
294,F,3.21052631579
294,M,3.0
295,F,2.5
295,M,2.89473684211
296,F,4.07195571956
296,M,4.34683855126
297,F,4.66666666667
297,M,2.92
298,F,4.15384615385
298,M,3.6
299,F,3.8275862069
299,M,3.62280701754
300,F,3.73195876289
300,M,3.76908023483
301,F,3.36842105263
301,M,3.25
302,F,3.91666666667
302,M,3.68421052632
303,F,3.04255319149
303,M,2.96765498652
304,F,2.88888888889
304,M,3.23076923077
305,F,2.45238095238
305,M,2.52941176471
306,F,4.24347826087
306,M,4.21917808219
307,F,4.10843373494
307,M,4.09375
308,F,3.98550724638
308,M,3.95488721805
309,F,3.625
309,M,3.75
310,F,2.33333333333
310,M,3.0
311,M,3.0
312,F,2.54166666667
312,M,2.40909090909
313,F,3.0
313,M,2.8
314,F,3.89473684211
314,M,3.82258064516
315,F,2.71428571429
315,M,2.64748201439
316,F,3.60227272727
316,M,3.46914893617
317,F,3.33333333333
317,M,3.13274336283
318,F,4.53907496013
318,M,4.560625
319,F,3.8904109589
319,M,3.895
320,F,3.88888888889
320,M,3.21739130435
321,F,3.66666666667
321,M,3.81081081081
322,F,3.7380952381
322,M,3.70658682635
324,F,4.33333333333
324,M,3.88888888889
325,F,1.66666666667
325,M,2.55813953488
326,F,4.375
326,M,4.33333333333
327,F,2.9014084507
327,M,2.54355400697
328,F,3.0
328,M,3.12598425197
329,F,3.55029585799
329,M,3.34104750305
330,F,3.10526315789
330,M,2.67692307692
331,F,3.2
331,M,3.0625
332,F,2.47222222222
332,M,2.568
333,F,3.17073170732
333,M,3.58536585366
334,F,3.74358974359
334,M,3.92
335,F,3.625
335,M,3.45454545455
336,M,2.68421052632
